# 11b5L
#  the book of Isaiah
# zavTu transliteration
# by john.david jones
# ozazL
#
#  abcde
#  fghij
#  kLmno
#  pqrsT
#  tuvxz
#--
#  a as in father
#  b as in baby
#  c as in chess
#  d as in day
#  e as in help
#  f as in father
#  g as in good
#  h as in hello 
#  i as in me
#  j as in jupiter
#  k as in katherine
#  L as in lamb
#  m as in make
#  n as in now
#  o as in open 
#  p as in padre
#  q as in quickly
#  r as in rope
#  s as in simple
#  T like Today
#  t as in thanks
#  u as in Tube
#  v as in very
#  x as is nexT
#  z as in zebra
#--
#  one syllable per vowel
#  ubzeiu -> ub-ze-i-u  
#-----------------------ch 1
and : oxe
i : eLe 
will : danaLeu 
to_give (fut) : ukezi 
all : bom 
judah : judah 
into : duLtu 
the : da 
hand : qafe 
of : asu
the : da
king : vacu 
of : asu 
babalon : babaLon 
. : .
he : sa 
shall  : ufanmu 
to_carry (fut) : ujovzui 
them : miim 
captive (adj) : cujobdozinimo
into : duLtu 
babalon : babaLon 
, : ,
and : oxe
he : sa 
shall : ufanmu 
to_kill (fut) : utobaboi
them : miim 
with : qemhe 
the : da 
sword : fazasa 
. : .
i : eLe 
will : danaLeu 
to_give (fut) : ukezi 
all : bom 
the : da 
wealth : zaemda 
of : asu 
this : def 
city : qoiboLqe 
, : ,
all : bom 
its : safaza
gains (noun) : okouLim
, : ,
all : bom
its : safaza 
prized (adj) : bazuvitmo
belongings : opanumquLkaT
, : ,
and : oxe
all : bom
the : da  
treasures : bataziofivim 
of : asu 
the : da 
kings : vacuT 
of : asu 
judah : judah 
into : duLtu 
the : da 
hands : qafeT 
of : asu 
their : miza
enemies : iLinuT 
, : ,
who : qiqo 
shall : ufanmu 
to_plunder (fut) : uobamoLTavini
them : miim 
, : ,
and : oxe
to_seize (fut) : ufauvii 
them : miim 
, : ,
and: oxe
to_carry (fut) : ujovzui
them : miim 
to : tu 
babalon : babaLon 
. : .
and : oxe
you : fema 
Pashur : pasur 
, : ,
and : oxe
all : bom 
who : qiqo 
to_live : unezu 
in : uL 
your : femaza 
house : gatonu 
shall : ufanmu 
to_go (fut) : uLamLi 
into : duLtu 
captivity :  ojobdozudu
, : ,
and : oxe
to : tu
babalon : babaLon
you : fema 
shall : ufanmu 
to_go (fut) : uLamLi
. : .
there : dava 
you : fema 
shall : ufanmu 
to_die (fut) : uqoaniLi
,  : ,
and : oxe
there : dava 
you : fema 
shall : ufanmu 
to_to_be : tupa 
buried : bupiniuni
, : ,
you : fema 
and : oxe
all : bom 
your : femaza 
friends : ohtazaT
, : ,
to : tu 
who : qiqo 
you : fema 
have : ueLanad 
to_prophesy (past) : ubzasihuo
falsely : honhinizi
. : .
o : .o
lord : etme 
, : ,
you : fema 
have : ueLanad 
to_entice (past) : uiLtejao
me : eLem
, : ,
and : oxe
i : eLe
to_be (past) : uamo 
enticed (adj) : iLtejamo
. : .
you : fema 
have : ueLanad 
to_overpower (past) :  uarizuzuunoo
me : eLem 
, : ,
and : oxe
you : fema 
have : ueLanad 
to_prevail (past) : ubzireemo
. : .
i : eLe
have : ueLanad 
to_become (past) : upajuLao
a : a 
laughingstock :  nooqusemqufadaxqu
all : bom
day : bauri 
long (adv) : numqazi
. : .
everyone : qiugqe 
to_mock : uLujagu 
me : eLem
. : .
for (conj) : huvupu 
whenever : qomiriz
i : eLe 
to_speak : ubisiu 
, : ,
i : eLe 
to_must : uLifdu 
to_cry : ujzuu 
out : aut 
, : ,
i : eLe 
to_must : uLifdu 
to_shout : ufafaitu
' : ' qi 
violence : zeamiLexa 
and : oxe 
destruction : omutisuta 
. : .
' : qu '
for (conj) : huvupu 
the : da 
word : zavTu 
of : asu 
the : da 
lord : etme 
have : ueLanad
to_become (past) : upajuLao
for (prep) : huvuin 
me : eLem
a : a
reproach (noun) : vabzaoj
and : oxe
a : a 
derision (noun) : oTevefeaL
all : bom
day : bauri 
long (adv) : numqazi
. : .
if : fux
i : eLe
to_say : ubofu 
' : ' qi
i : eLe
will : danaLeu 
not : mot
to_mention : uLamduunu
him : saL
, : ,
or : az
to_speak : ubisiu 
any : eLu 
more : nefa 
in : uL 
his : saLza
name : moL
. : .
' : qu '
then : fenmaem 
within (adv) : zedumzi
me : eLem
there : dava
to_be : uamu
something : fuLademqu
like : qiuL 
a : a
burning (adj) : kupivLuLkamo
fire : tine
shut (adj) : kufafodukimo
in : uL
my : eLemza
bones : pumaT
. : .
i : eLe
to_be : uamu 
weary : zaezumo 
with : qemhe 
holding : usuntuLka 
it : fa 
in : uL 
, : ,
and : oxe
i : eLe 
not : mot
to_be_able : tupaepna 
. : .
for (conj) : huvupu 
i : eLe
to_hear : ufnau 
many : boncaL
whispering : uzafuhbavuLka 
' : ' qi 
terror : tavzaz 
to_be : uamu 
all : bom
around (prep) : ezaomtin
. : .
to_denounce (imp) : uTamuoLjaa
him : saL 
. : .
to_let (imp) : unata 
us : La 
to_denounce : uTamuoLjau
him : saL
. : .
' : qu ' 
all : bom
my : eLemza 
close (adj) : jamahimo
friends : ohtazaT 
to_be : uamu 
watching : uqothauLka
for (prep) : huvuin 
me : eLem 
to_to_stumble : tufdinapniu
. : .
' : ' qi
perhaps (adv) : bavufebfazi 
we : Lam
to_be_able : tupaepna 
to_entice : uiLtejau
him : saL
, : ,
and : oxe
we : Lam
to_be_able : tupaepna 
to_prevail :  ubzireemu 
against : egeemhutu
him : saL
and : oxe
to_take : utoqau 
our : femaza 
revenge (noun) : ovazamqi
on : aL
him : saL
. : .
' : qu '
but : pit 
the : da 
lord : etme 
to_be : uamu 
with : qemhe 
me : eLem 
like : qiuL 
a : a 
dread (adj) : duTzioTmo
warrior : zovzuuv
. : .
therefore : izqu
my : eLemza 
persecutors : bavhixodazim 
will : danaLeu 
to_stumble : ufdinapniu 
, : ,
and : oxe
they : mi 
will : danaLeu 
not : mot 
to_prevail : ubzireemu 
. : .
they : mi
will : danaLeu 
to_to_be : tupa
greatly (adv) : kaziotzi
shamed (adj) : fafeniamo
, : ,
for (conj) : huvupu 
they : mi 
will : danaLeu 
not : mot 
to_succeed 
. : .
their : miza 
eternal (adj) : idizmonmo
dishonor : oTefsumuv 
will : danaLeu 
never : mazav 
to_to_be : tupa 
forgotten : fuhuvqiduni
. : .
o : o 
lord : etme
of : asu 
hosts : sufduT 
, : ,
you : fema 
to_test : utafdu
the : da 
righteous (noun, pl) : ovekfataafim
. : .
you : fema 
to_see : uzeTu 
the : da
heart : fiTam 
and : oxe
the : da
mind : bahuiqa 
. : .
to_let (imp) : unata 
me : eLem 
to_see : uzeTu
your : femaza
retribution : vatzupoduum
upon : obam
them : miim
, : ,
for (conj) : huvupu
you : fema 
i : eLe
have : ueLanad 
to_commit (past) : uquLeto 
my : eLemza
cause (noun) : ojoohi
. : .
to_sing (imp) : ufemqa
to : tu 
the : da 
lord : etme 
. : .
to_praise (imp) : ubzeefai 
the : da
lord : etme 
. : .
for (conj) : huvupu
he : sa
have : ueLanad 
to_deliver (past) : uTanezavo
the : da 
life : neha 
of : asu 
the : da 
needy (noun, pl) : oumaitim
from : hazani 
the : da
hands : qafeT 
of : asu 
evildoers : ovuirimtuTuuT 
. : .
cursed (adj) : jivhitmo 
to_to_be : tupa
the : da 
day : bauri 
on : aL
which : zexu  
i : eLe
to_be (past) : uamo 
born : gupuvLuni
. : .
the : da 
day : bauri 
when : qom 
my : eLemza 
mother : Ludav
to_bear (past) : upaezo 
me : eLem 
, : ,
to_let (imp) : unata 
it : fa 
not :  mot 
to_to_be : tupa 
blessed (adj) : cupamihfamo 
. : .
cursed (adj) : jivhitmo 
to_to_be : tupa
the : da 
man : Laihu 
who : qiqo 
to_bring (past) : upzuLko 
the : da 
news : oifeT
to : tu 
my : eLemza
father : botav
' : ' qi 
a : a 
child : jentuu 
to_be : uamu 
born : cupuvLoni
to : tu 
you : fema 
, : ,
a : a 
son : buuge
. : .
' : qu '
making : uLaqauLka
him : saL 
very (adv) : tufezi
glad (adj) : kametmo
. : .
to_let (imp) : unata 
that : idta 
man : Laihu 
to_to_be : tupa
like : qiuL
the : da 
cities : qoiboLqeT
that : idta 
the : da
lord : etme 
to_overthrow (past) : uarizdazaro 
without : zeduodzi 
pity : faemu 
. : .
to_let (imp) : unata 
him : saL 
to_hear : ufnau 
a : a 
cry (noun) : opujzua
in : uL
the : da 
morning : sianiLte 
and : oxe
a : a
alarm : emezLa
at : ed 
noon : muaL
, : ,
because : qufge 
he : sa
to_do (past) : utuTuo
not : mot
to_kill : utobaboo
me : eLem
in : uL
the : da 
womb : qusdo 
. : .
so : fu 
my : eLemza 
mother : Ludav
would : zuomTuni 
have : ueLanad 
to_be (past) : uamo
my : eLemza 
grave : okazere
, : ,
and : oxe
her : soLza
womb : qusdo 
forever : huvazav 
great : kaziotmo 
. : .
'? : '? qqi
why : Leqahu 
to_do (past) : utuTuo
i : eLe
to_come (past) : ujuLao
forth : huvaTzi
from : hazani 
the : da 
womb : qusdo
to_to_see : tuzeTu 
toil (noun) : otuum
and : oxe
sorrow : fuvzara
, : ,
and : oxe
to_spend : ufbiLTu 
my : eLemza 
days : bauriT 
in : uL
shame (noun) : ofafenia
'? : qqu '?
.. : bobo
#--------------------------jeremiah ch 21 
this : def
to_be : uamu 
the : da 
word : zavTu 
that : idta 
to_come (past) : ujuLao
to : tu 
jeremiah : jeremiah 
from : hazani 
the : da 
lord : etme 
, : ,
when : qom 
zedekiah : zedekiah 
to_send (past) : ufamto 
to : tu 
him : saL
Pashur : pasur
son : buuge
of : asu 
Malchiah : maLkiah
and : oxe
the : da
priest : qusam
zephaniah : zefaniah 
son : buuge
of : asu 
maaseiah : maaseiah 
, : ,
saying : ubofuLka
, : ,
' : ' qi 
please (adv) : bamiofazi 
to_inquire : uuLgiuziu 
of : asu
the : da 
lord : etme 
on  ´: aL
our : Lamza
behalf : pasonahu 
, : ,
for (conj) : huvupu 
king : vacu 
nebuchadnezar : nebukadnezar 
of : asu 
babalon : babaLon 
to_be : uamu 
making : uLaqauLka
war : futo 
against : egeemhutu 
us : La 
. : .
perhaps (adv) : bavufebfazi
the : da
lord : etme 
will : danaLeu
to_perform : ubavhazLu 
a : a
wonderful : zumtizhinmo 
deed : Tait
for (prep) : huvuin
us : La 
, : ,
as : eh 
he : sa 
have : ueLanad 
often (adv) : astamzi
to_do (past) : utuTuo 
, : , 
and : oxe
will : danaLeu 
to_make : uLaqau 
him : saL
to_withdraw : uzedtuvozu
from : hazani
us : La
. : .
' : qu '
then : fenmaem 
jeremiah : jeremiah 
to_say (past) : ubofo 
to : tu 
them : miim
. : .
thus : difazi
you (pl) : femaT 
shall : ufanmu 
to_say (fut) : ubofi 
to : tu 
zedekiah : zedekiah 
. : .
thus : difazi 
to_say : ubofu 
the : da 
lord : etme 
, : ,
the : da 
god : kut 
of : asu 
israel : israeL 
. : .
i : eLe 
to_be : uamu 
going : uLamLuLka 
to_to_turn (fut) : tutivLi
back (adv) : pojguzi 
the : da 
weapons : zaebaLfaT 
of : asu 
war : futo 
that : idta 
to_be : uamu 
in : uL
your (pl) : femaTza
hands : qafeT 
and : oxe
with : qemhe 
which : zexu 
you (pl) : femaT 
to_be : ummu 
fighting : ukekfatuLka 
against : egeemhutu 
the : da 
king : vacu 
of : asu 
babalon : babaLon 
and : oxe
against : egeemhutu 
the : da 
chaldeans : caLdeanim 
who : qiqo 
to_be : uamu 
beseiging : upafauqituLka
you (pl) : femaT 
outside (prep) : aithutin
the : da 
walls : zenmaT 
. : .
and : oxe
i : eLe 
will : danaLeu
to_bring (fut) : upzuLki
them : miim 
together : kuftafhezizi 
in : uL
the : da 
center : jamdiz 
of : asu 
this : def 
city : qoiboLqe 
. : .
i : eLe 
myself : Lifansu 
will : danaLeu 
to_fight (fut) : uhekfati 
against : egeemhutu 
you (pl) : femaT 
with : qemhe 
outstretched : aithatzidjiTmo 
hand : qafe 
mighty : Lekfatimo 
arm : qafezevhu 
, : ,
in : uL
anger : eLkav 
, : ,
in : uL
fury : hivi 
, : ,
and : oxe 
in : uL 
great : kaziotmo 
wrath : zazeTa
. : .
and : oxe 
i : eLe 
will : danaLeu 
to_strike (fut) : ufdavoqi 
down : TuzLa 
the : da 
inhabitants : guLsopetomduT 
of : asu
this : def 
city : qoiboLqe 
, : ,
both : LunaLned 
human (adj) : siLomamo 
beings : buamuLkaT
and : oxe
animals : imeemim 
. : .
they : mi 
shall : ufanmu 
to_die (fut) : uqoaniLi
of : asu 
a : a 
great : kaziotmo 
pestilence : bafdumiLja
. : .
afterward : ehtavrezTazi 
, : ,
to_say : ubofu 
the : da 
lord : etme 
, : ,
i : eLe 
will : danaLeu 
to_give (fut) : ukezi 
king : vacu 
zedekiah : zedekiah 
of : asu 
judah : judah 
, : ,
and : oxe 
his : saLza 
servants : foLteim 
, : , 
and : oxe
the : da 
people : kuunim 
in : uL 
this : def 
city : qoiboLqe 
, : ,
those : dufa 
who : qiqo 
to_survive (fut) : ufivruri
the : da 
pestilence : bafdumiLja 
, : ,
sword : fazasa 
, : ,
and : oxe
famine : hoLema
, : ,
into : duLtu 
the : da 
hands : qafeT 
of : asu 
king : vacu 
nebuchadnezar : nebukadnezar 
of : asu 
babalon : babaLon 
, : ,
into : duLtu 
the : da 
hands : qafeT 
of : asu
their : miza 
enemies : iLinuT 
, : ,
into : duLtu 
the : da 
hands : qafeT
of : asu 
those : dufa 
who : qiqo 
to_seek : ufaigu 
their : miza 
lives : nehaT
. : .
he : sa 
shall : ufanmu 
to_strike (fut) : ufdavoqi 
them : miim 
down : TuzLa
with : qemhe 
the : da 
edge : itka 
of : asu 
the : da 
sword : fazasa 
. : .
he : sa
shall : ufanmu 
not : mot 
to_pity : ubetii 
them : miim
, : ,
or : az
to_spare : ufbezii 
them : miim
, : ,
or : az 
to_have (fut) : utusei
compassion : juLbehfeam 
. : .
and : oxe
to : tu
this : def
people (sing) : okuunim
you : fema 
shall : ufanmu
to_say : ubofu 
. : .
thus : difazi 
to_say : ubofu 
the : da 
lord : etme 
. : .
to_see (imp) : uzeTa 
, : ,
i :eLe 
to_be : uamu 
setting : ufatuLka 
before : pahuv
you : fema 
the : da
way : zou 
of : asu 
life : neha 
and : oxe
the : da 
way : zou 
of : asu 
death : gabuTaeT 
. : .
those : dufa 
who : qiqo
to_remain : uvaLouLu 
in : uL
this : def
city : qoiboLqe 
shall : ufanmu
to_die (fut) : uqoaniLi 
by : pi 
the : da 
sword : fazasa 
, :  ,
by : pi 
famine : hoLema 
, : ,
and : oxe
by : pi 
pestilence : bafdumiLja
. : .
but : pit 
those : dufa 
who : qiqo 
to_go : uLamLu 
out : aut 
and : oxe
to_surrender : ufivziLTavu
to : tu 
the : da 
chaldeans : caLdeanim 
who : qiqo 
tO_be : uamu
beseiging : upafauqituLka 
you (pl) : femaT 
shall : ufanmu 
to_live : unezu 
and : oxe
shall : ufanmu 
to_have (fut) : utusei
their : miza
lives : nehaT 
as : eh 
a : a 
prize : obazuri 
of : asu 
war : futo
. : .
for (conj) : huvupu
i : eLe
have : ueLanad 
to_set : ufatu 
my : eLemza 
face : qofrad
against : egeemhutu 
this : def
city : qoiboLqe 
for (prep) : huvuin 
evil : vuirum 
and : oxe
not : mot 
for (prep) : huvuin 
good : okuat 
, : , 
to_say : ubofu 
the : da 
lord : etme 
. : .
it : fa 
shall : ufanmu 
to_to_be : tupa
given : cukezamuni 
into : duLtu 
the : da 
hands : qafeT 
of : asu 
the : da 
king : vacu 
of : asu 
babalon : babaLon 
, : ,
and : oxe
he : sa
shall : ufanmu 
to_burn (fut) : upivLi
it : fa
with : qemhe 
fire : tine
. : .
to : tu 
the : da 
house : gatonu 
of : asu 
the : da 
king : vacu 
of  asu 
judah : judah 
to_say (imp) : ubofa
. : .
to_hear (imp) : ufnaa 
the : da 
word : zavTu
of : asu
the : da 
lord : etme 
. : .
thus : difazi 
to_say : ubofu 
the : da 
lord : etme 
. : .
to_execute (imp) : ujixodia 
justice : exifduxi
in : uL
the : da 
morning : sianiLte
, : ,
and : oxe
to_deliver (imp) : uTanezava
from : hazani
the : da 
hand : qafe 
of : asu
the : da 
oppressor : abubzihafuv
anyone : eLuuma 
who : qiqo
have : ueLanad 
to_be (past) : uamo 
robbed : ruvupapitni 
, : ,
or : az
else : imfa 
my : eLemza 
wrath : zazeTa 
will : danaLeu 
to_go : uLamLu 
forth (adv) : huvaTzi
like : qiuL 
fire : tine 
because : qufge 
of : asu 
your (pl) : femaTza 
evil (adj) : vuirumamo 
doings : TuuLkaT 
. : .
to_see (imp) : uzeTa
, : ,
i : eLe
to_be : uamu 
against : egeemhutu 
you : fema 
o : o
inhabitant : guLsopetomdu 
of : asu 
the : da 
valley : zonmii
, : ,
o : o 
rock : vuqa 
of : asu
the : da 
plain : bameem
, : ,
to_say : ubofu 
the : da 
lord : etme 
. : .
you : fema 
who : qiqo 
to_say : ubofu 
' : ' qi
'? : '? qqi 
who : qiqo
to_be_able : tupaepna 
to_come : ujuLau 
down : TuzLa 
against : egeemhutu 
us : La 
, :  ,
or : az 
who : qiqo
to_be_able : tupaepna 
to_enter : uiLtavu 
our : Lamza 
places : obamexiuT
of : asu 
refuge : vahika
'? : qqu '? 
' : qu ' 
i : eLe
will : danaLeu 
to_punish : ubimefafu
you : fema 
according : egazTemqa
to : tu 
the : da 
fruit : hazoet 
of : asu 
your : femaza 
doings : TuuLkaT
, : ,
to_say : ubofu 
the : da 
lord : etme 
. : .
i : eLe 
will : danaLeu 
to_kindle : uqemtanu
a : a 
fire : tine 
in : uL
its : safaza 
forest : huvafda 
, : ,
and : oxe
it : fa 
shall : ufanmu 
to_devour : uTazuouzu 
all : bom
that : idta
to_be : uamu
around (prep) : ezaomtin
it : fa
. : .
.. : bobo
#------------------------jeremiah ch 22
thus : difazi 
to_say : ubofu 
the : da
lord : etme 
. : .
to_go (imp) : uLamLa
down : TuzLa 
to : tu 
the : da 
house : gatonu 
of : asu 
the : da 
king : vacu  
of : asu 
judah : judah 
, : , 
and : oxe
to_speak (imp) : ubisia
there : dava 
this : def
word : zavTu 
, : , 
and : oxe 
to_say (imp) : ubofa 
. : .
to_hear (imp) : ufnaa 
the : da 
word : zavTu 
of : asu 
the : da
lord : etme 
, : ,
o : o 
king : vacu 
of : asu 
judah : judah 
, : ,
sitting : ufetauLka 
on : aL
the : da
throne : dazaLi 
of : asu 
david : david
, : ,
you : fema 
and : oxe 
your : femaza 
servants : foLtehim 
, : ,
and : oxe
your : femaza 
people : kuunim 
who : qiqo
to_enter : uiLtavu 
these : dafa 
gates : kotaT 
. : .
thus : difazi 
to_say : ubofu 
the : da 
lord : etme 
. : .
to_act (imp) : uegta 
with : qemhe 
justice : exifduxi 
and : oxe 
righteousness : vekfataafmafha
, : ,
and : oxe
to_deliver (imp) : uTanezava
from : hazani
the : da 
hand : qafe 
of  : asu 
the : da 
oppressor : abubzihafuv 
anyone : eLuuma 
who : qiqo
have : ueLanad 
to_be (past) : uamo
robbed : ruvupapitni 
. : .
and : oxe
to_do (imp) : utuTua 
no : iL
wrong (noun) : ozazaLka 
or : az 
violence : zeamiLexa 
to : tu 
the : da 
alien : emuam 
, : , 
the : da 
orphan : azhom 
, : ,
and : oxe
the : da 
widow : zaTuz 
, : ,
or : az 
to_shed : ufafitu 
innocent (adj) : guLnujamdumo 
blood : zave 
in : uL 
this : def 
place : obamexi 
. : .
for (conj) : huvupu 
if : fux 
you : fema 
will : danaLeu 
indeed : tuTanme 
to_obey : ueLTzu 
this : def
word : zavTu 
, : ,
then : fenmaem 
through : dazo 
these : dafa 
gates : kotaT 
of : asu 
this : def
house : gatonu 
shall : ufanmu 
to_enter : uiLtavu 
kings : vacuT 
who : qiqo 
to_sit : ufetau 
on : aL
the : da 
throne : dazaLi 
of : asu 
david : david 
, : ,
riding : uveTauLka
in : chariots : joveadim
and : oxe
on : aL 
horses : suvhiT 
, : ,
they : mi
, : ,
and : oxe
their : miza 
servants : foLtehim 
and : oxe
their : miza 
people : kuunim 
. : .
but : pit
if : fux 
you : fema 
will : danaLeu 
not : mot
to_heed : usaitu 
these : dafa 
words : zavTuT 
, : ,
i : eLe 
to_swear :  ufriovu 
by : pi 
myself : Lifansu 
, : ,
to_say : ubofu 
the : da 
lord : etme 
,  : ,
that : idta 
this : def 
house : gatonu 
shall : ufanmu 
to_become : upajuLau
a : a
desolation :  oTafunoteaL 
. : .
for (conj) : huvupu 
thus : difazi 
to_say : ubofu
the : da 
lord : etme 
concerning : ujumexizmuLka 
the : da 
house : gatonu 
of : asu 
the : da 
king : vacu 
of : asu 
judah : judah 
. : .
you : fema 
to_be : uamu 
like : qiuL 
gilead : giLead 
to : tu 
me : eLem 
, : , 
like : qiuL 
the : da 
summit : fiLnud
of : asu 
lebanon : lebanon 
. : .
but : pit
i : eLe 
to_swear : ufriovu 
that : idta 
i : eLe 
will : danaLeu 
to_make : uLaqau 
you : fema 
a : a 
desert : oTafavdu 
, : , 
a : a 
uninhabited : iLuLsopetaTmo
city : qoioboLqe 
. : .
i : eLe
will : danaLeu 
to_prepare : ubzibeziu 
destroyers : otisutim 
against : egeemhutu 
you : fema 
, : , 
all : bom
with : qemhe 
their : miza 
weapons : zaebaLfaT 
. : .
they : mi
shall : ufanmu 
to_cut (fut) : ujiti
your : femaza 
choicest (adj) : juuxifdumo
cedars : cedarim 
and : oxe
to_cast (fut) : ujofdi 
them : miim 
into : duLtu 
the : da
fire : tine 
. : .
and : oxe
many : boncaL
nations : moteuLim 
will : danaLeu 
to_pass (fut) : ubofhai 
by : pi 
this : def
city : qoiboLqe 
, : ,
and : oxe
all : bom 
of : asu 
them : miim 
shall : ufanmu 
to_say (fut) : ubofi 
to : tu
one : eLikam 
another : tuuLiL 
' : ' qi
'? : '? qqi
why : Leqahu 
have : ueLanad 
the : da 
lord : etme 
to_deal (past) : uTaemo 
in : uL
this : def
way : zou
with : qemhe 
that : idta 
great : kaziotmo 
city : qoiboLqe
'? : qqu '?
' : qu '
and : oxe
they : mi 
will : danaLeu 
to_answer (fut) : uzoftedei
' : ' qi
because : qufge
they : mi 
to_abandon (past) : uepeLTumao 
the : da 
covenant : juzamomda
of : asu
the : da
lord : etme
their : miza 
god : kut
, : ,
and : oxe
to_worship (past) : ubouraLtoo
other : aTiz 
gods : kutim 
and : oxe
to_serve (past) : ufavrio 
them : miim
. : .
' : qu '
to_do (imp) : utuTua 
not : mot 
to_weep : uzaibu
for (prep) : huvuin 
him : saL 
who : qiqo
to_be ; uamu 
dead (adj) : TaeTmo
, : ,
nor : muz
to_bemoan : upaLueLu
him : saL
. : .
to_weep (imp) : uzaiba 
instead : buLfdioTzi 
for (prep) : huvuin 
him : saL
who : qiqo
goes : guLamLuni
away : ereizi 
,  : ,
for (conj) : huvupu
he : sa 
shall : ufanmu 
to_return : uvativLu 
no : iL
more : nefa 
to : tu
his : saLza
native (adj) : motezamo 
land : nomtu
. : .
for (conj) : huvupu 
thus : difazi
to_say : ubofu 
the : da 
lord : etmer 
concerning : ujumexizmuLka 
Shallum : saLum
son : buuge 
of : asu 
king : vacu 
josiah : josiah 
of : asu 
judah : judah 
, : ,
who : qiqo
succeeded : ufijexiaTo
his : saLza 
father : botav
josiah : josiah 
, : ,
and : oxe
who : qiqo 
to_go (past) : uLamLo
away : ereizi 
from : hazani 
this : def 
place : obamexi 
. : .
he : sa 
shall : ufanmu 
to_return : uvativLu 
here : suvu
no : iL
more : nefa 
, : ,
but : pit
in : uL
the : da 
place : obamexi 
where :  Lefhi 
him : saL 
to_carry (past) : ujovzuo
him : saL 
captive : cujobdozumo
he : sa 
shall : ufanmu 
to_die (fut) : uqoaniLi 
, : ,
and : oxe 
he : sa 
shall : ufanmu 
never : mazav 
to_see (fut) : uzeTi 
this : def 
land : nomta 
again : toehu
. : .
woe : zui 
to : tu 
him : saL
who : qiqo 
to_build : ubiumTu 
his : saLza 
house : gatonu 
by : pi
unrighteousness : ooLvekfataafmafha
, : ,
and : oxe
his : saLza 
upper (adj) : gobabavmo 
rooms : ovuanim 
by : pi 
injustice : uLexifduxi 
. : .
who : qiqo 
to_make : uLaqau 
his : saLza 
neighbors : moebozuT 
to_work : uzavgu 
for (prep) : huvuin 
nothing : eemhob 
, : ,
and : oxe
to_do : utuTuu
not : mot 
to_give : ukezu
them : miim 
their : miza 
wages : zokaT 
. : .
who : qiqo 
to_say : ubofu 
' : ' qi 
i : eLe
will : danaLeu
to_build :  ubiumTu 
for (prep) : huvuin 
myself : Lifansu 
a : a 
spacious (adj) : fabexuuohmo 
house : gatonu 
with : qemhe 
large :  gufumo 
upper (adj) : gobabavmo 
rooms : ovuanim
. : .
' : qu '
, : ,
and : oxe
who : qiqo 
to_cut : ujitu 
out : aut 
windows : zemtazim
for (prep) : huvuin 
it : fa 
, : ,
paneling : ubomanuLka
it : fa 
with : qemhe 
cedar : cedar 
, : ,
and : oxe
painting : uboumduLka
it : fa 
with : qemhe 
vermillion : zavnumneaL
. : .
'? : '? qqi 
to_be : uamu 
you : fema 
a : a
king : vacu 
because : qufge 
you : fema 
to_compete : ujuLbadiu 
in : uL 
cedar : cedar 
