# 11b5L
#  the book of Isaiah
# zavTu transliteration
# by john.david jones
# ozazL
#-----------------------ch 1
to_do : utuTuu
all : bom
these : dafa
things : dumqaT
. : .
to_shower (imp) : ufafariza
, : ,
o : o 
heavens : toerehuT
, : ,
from : hazani
above : epari
, : ,
and : oxe
to_let (imp) : unata
the : da
skies : faquT
to_rain : uvouLu
down : TuzLa
righteousness : vekfataafmafha
. : .
to_let (imp) : unata
the : da
earth : iovTa
to_open : uabiLo
, : ,
that : idta
salvation : banofdohu
may : Lou
to_spring : ufbavemqu
up : maoho
, : ,
and : oxe
to_let (imp) : unata
righteousness : vekfataafmafha
to_to_sprout : tufabvuodu
up : maoho
also : emfuzi
. : .
i : eLe
, : ,
the : da
lord : etme
have : ueLanad
to_create (past) : ujziotao
it : fa
. : .
woe : zui
to : tu
you (pl) : femaT
who : qiqo
to_strive : ufadveza
with : qemhe
your (pl) : femaTza
maker : oLaqaiz
, : ,
earthen : iovTiLmo
vessels : zafhimaT
with : qemhe
the : da
potter : butdiz
. : .
'? : qqi
to_do : utuTuu
the : da 
clay : bexnou
to_say : ubofu
to : tu
the : da
one : eLikam
who : qiqo
to_fashion : uhofafuumu
it : fa
' : qi
'? : qqi
what : Leta
to_be : uamu
making : uLaqauLka
'? : qqu
or : az
' : qu
or : az
' : qi
your : femaza 
work : ozuvgu
to_have : utuseu
no : iL
handles : somtanaT
. : .
' : qu
'? : qqu
woe : zui
to : tu
anyone : eLuuma
who : qiqo
to_say : ubofo
to : tu
a : a
father : botav
'? : qqi
what : Leta
to_be : umau
you : fema
begetting : upakefduLka
'? : qqu
or : az
to : tu
a : a 
woman : zuLom
' : qqi
with : qmehe
what : Leta
to_be : uamu
you : fema
in : uL
labor : punopuviu
' : qqu

thus : difazi
to_say : ubofu
the : da
lord : etme
, : ,
the : da
holy : suni
one : eLikam
of  : as
israel : israeL
and : oxe
its : safaza
maker : oLaqaiz
. : .
'? : qqi
will : danaLeu
you : fema
to_question : ugiihteaLu
me : eLem
about (adv) : epaitzi
my : eLemza
children : jentuuT
, : , 
or : az
to_command : ujuLneLTu
me : eLem
concerning : ujumexizmuLka
the : da
work : ozuvgu
of : asu
my  eLemza
hands : qafeT
'? : qqu
i : eLe
to_make (past) : uLaqao
the : da
earth : iovTa
and :  oxe
to_create (past) : ujziotao
humankind : siLomamoqemta
upon : obam
it : fa
. : .
it : fa
to_be (past) : uamo
my : elemza
hands : qafeT
that : idta
to_stretch (past) : ufdavatexo
out : aut
the : da
heavens : toerehuT
, : ,
and : oxe
i : eLe
to_command (past) : ujuLneLTo
all : bom
their : miza
hosts : sufduT
. : .
i : eLe
have : ueLanad
to_arouse (past) : uezaifao
cyrus : sirus
in : uL
righteousness : vekfataafmafha
, : ,
and : oxe
i : eLe
will : danaLeu
to_make : uLaqau
all : bom
of : asu
his : saLza
paths : bodim
straight : fiaze
. : .
he : sa
shall : ufanmu
to_build : ubiumTu
my : eLemza
city : qoiboLqe
and : oxe
to_set (fut) : ufatdanai
my : eLemza
exiles : cijumiT
free (adv) : haziazi
, : ,
not : mot
for (prep) : huvuin
a : a
price : bazuxi
or : az
reward : vazofte
, : ,
to_say : ubofu
the : da
lord : etme
of : asu
hosts : sufduT
. : .
thus : difazi
to_say : ubofu
the : da
lord : etme
. : .
the : da
wealth : zaemda
of : asu
egypt : iqubtu
, : ,
and : oxe
the : da
merchandise : LavexeLTefa
of : asu
ethiopia : kus
, : ,
and : oxe
the : da
sabeans : sabeanim
, : ,
tall (adj) : tonmimo
of : asu
stature : fadedoziu
, : ,
shall : ufanmu
to_come : ujuLau
over : ariz
to : tu
you : fema
and : oxe
to_be (fut) : uami
yours : femaza
. : .
they : mi
shall : ufanmu
to_follow : ufaozu
you : fema
. : .
they : mi
shall : ufanmu
to_come : ujuLau
over : ariz
in : uL
chains : jafeemim
and : oxe
to_bow : uouzu
down : TuzLa
to : tu
you : fema
. : .
they : mi
will : danaLeu
to_make : uLaqau
supplication : fibabnejoteaL
to : tu
you : fema
to_say : ubofu
' : qi
god : kut
to_be : uamu
with : qemhe
you : fema
alone : emaLi
, : ,
and : oxe
there : dava
to_be : uamu
no : iL
other : aTiz
. : .
there : dava 
to_be : uamu
no : iL
god : kut
besides : pafeTafzi
him : saL
. : .
' : qu
truly : entuzi
you : fema
to_be : uamu
a : a
god : kut
who : qiqo
to_hide : useTau
himself : saLfansa
, : ,
o : o
god : kut
of  : as
israel : israeL
, : ,
the : da
savior : fozeaz
. : .
all : bom 
of : asu
them : miim
to_be : uamu
put : kubituni
to : tu
shame : ofafenia
and : oxe
confounded :  cujumsaimtunimo
. : .
the : da
makers : oLaqaizim
of : asu
idols : utamfaT
to_go : ulamLu
in : uL
confusion : opujumsohu
together : kuftafhezizi
. : .
but : pit
israel : israeL
to_be : uamu
saved : gufozauni
by : pi
the : da
lord : etme
with : qemhe
everlasting : iriznofduLkamo
salvation : banofdohu
. : .
you : fema
shall : ufanmu
not : mot  
to_to_be : tupa
put : kubituni
to : tu
shame : ofafenia
or : az
confounded : cujumsaintunimo
to : tu
all : bom
eternity : idizmeti
. : .
for (conj) : huvupu
thus : difazi
to_say : ubofu
the : da
lord : etme
who : qiqo
to_create (past) : ujziotao
the : da 
heavens : toerehuT
. : .
he : sa
to_be : uamu
god : kut
. : .
who : qiqo
to_form (past) : uhuvno
the : da
earth : iovTa
and : oxe
to_make (past) : uLaqao
it : fa
. : .
he : sa
to_establish (past) : uihtopmuhaso
it : fa
. : .
he : sa
to_do (past) : utuTuo
not : mot
to_create (past): ujziotao
it : fa
a : a
chaos : jafeuf
. : .
he : sa
to_form (past) : uhuvno
it : fa
to_to_be : tupa
inhabited : cuusopetuni
. : .
i : eLe
to_be : uamu
the : da
lord : etme
, : ,
and : oxe
there : dava
to_be : uamu
no : iL
other : aTiz
. : .
i : ele
to_do (past) : utuTuo
not : mot
to_speak (past) : ubisio
in : uL
secret (adj) : fajzidmo
, : ,
in : uL
a : a
land : nomta
of : asu
darkness : Tovgumafha
. : .
i : eLe
to_do (past) : utuTuo
not : mot
to_say (past) : ubofo
to : tu
the : da
offspring : azhuhbazuLkim
of : asu
jacob : jakob
' : qi
to_seek (imp) : ufaiga
me : eLem
in : uL
chaos : jafeuf
. : .
' : qu
i : eLe
the : da
lord : etme
to_speak : ubisiu
the : da
truth : bentuu
. : .
i : i
to_declare : uTajmezu
what : Leta
to_be : uamu
correct : quvcede
. : .
to_assemble (imp) : uefhaLpnaa
yourselves : buuozhanrihuT
and : oxe
to_come (imp) : ujuLaa
together (adv) : kuftafhezizi
. : .
to_draw (imp) : uTzera
near : nasanmezi
, : ,
you (p) : femaT
survivors : fivrurazim
of : asu
the : da
nations : moteuLim
. : .
they : mi
to_have : utuseu
no : iL
knowledge : buqaLaru
, : ,
those : dufa
who : qiqo
to_carry : ujovzuu
about (prep) : opaitin
their : miza
wooden (adj) : zautiLmo
idols : utamfaT
, : ,
and : oxe
to_continue : uqabdu
praying : ubzeiuLka
to : tu
a : a
god : kut
who : qiqo
not : mot
to_be_able : tupaepna
to_save : ufozau 
. : .
to_declare (imp) : uTajmeza
and : oxe
to_present (imp) : ubzihiLta
your : femaza
case (noun) : jofa
. : .
to_let (imp) : unata
them : miim
to_take : utoqau
counsel (noun) : ojuoLfan
together : kuftafhezizi
. : .
'? : qqi
who : qiqo
to_tell (past) : uqavduo
this : def
long (adv) : numquzi
ago (adv) : eqazi
'? : qqu
'? : qqi
who : qiqo
to_declare (past) : uTajmezo
it : fa
of : asu
old (adj) : amTamo
'? : qqu
'? : qqi
to_be (past) : uamo
it : fa
not : mot
i : eLe
the : da
lord :  etme
'? : qqu
there : dava
to_be : uamu
no : iL
other : aTiz
god : kut
besides : pafeTafzi
me : eLem
, : ,
a : a
righteous (adj) : vekfataafmo
god : kut
and : oxe
a : a 
savior : fozeuz. : .
there : dava 
to_be : uamu
no : iL
one : eLikam
besides : pafeTafzi
me : eLem
. : .
to_turn (imp) : utivLa
to : tu
me : eLem
and : oxe
to_to_be : tupa
saved : cufozani
, : ,
all : bom 
the : da
ends : iLTuT
of : asu
the : da
earth : iovTa
. : .
for (conj) : huvupu
i : eLe
to_be : uamu
god : kut
, : ,
and : oxe
there : dava
to_be : uamu
no : iL
other : aTiz
. : .
by : pi
myself : Lifansu
i : eLe
have : ueLanad
to_swear (past) : ufriovo
. : .
from : hazani
my : eLemza
mouth : LuoTu
have : ueLanad
to_go (past) : ujuLao
forth (adv) : huvaTzi
in  : uL
righteousness : vekfataafmafha
a : a
word : zavTu
that : idta
shall : ufanmu
not : mot
to_return (fut) : uvativLi
. : .
' : qi
to : tu
me : eLem
every : exuqo
knee : qaLia
shall : ufanmu
to_bend : upamtu
. : .
every : exuqo
tongue : otumqoa
shall : ufanmu
to_swear : ufriovu
. : .
' : qu
it : fa
shall : ufanmu
to_to_be : tupa
said : cubofuni
of : asu
me : eLem
, : ,
that : idta
only : oemueni
in : uL
the : da
lord : etme
to_be : uamu
righteousness : vekfataafmafha
and : oxe
strength : fadvamqad
. : .
all : bom
who : qiqo
to_be (past) : uamo
angry (adj) : eLkzumo
against : egeemhutu
him : saL
shall : ufanmu
to_come : ujuLau
to : tu
him : saL
and : oxe
to_to_be : tupa
ashamed (adj) : rufafenimo
. : .
in : uL
the : da
lord : etme
all : bom
the : da
offspring : ashuhbazuLkim
of : asu
israel : israeeL
shall : ufanmu
to_triumph : utzuiLbasu
and : oxe
to_glory : ukumazuu
. : . : . : .: . : .
__: bobo
#------------------------------ch 46 
beL : boL
to_bow : uopuzu
down : TuzLa
. : .
nebo : nebo
to_stoop : ufadaubu
. : .
their : miza
idols : utamfaT
to_be : uamu
on : aL
beasts : paehatim
and : oxe
cattle : jotdanaT
. : .
these : dafa
things : dumqaT
you : fema
to_carry : ujovzuu
to_be : uamu
loaded : gupunuetani
as : eh
burdens : pivtiLim
on : aL
weary : zaezumo
animals : imeemim
. : .
they : mi
to_stoop : ufadaubu
, : ,
they : mi
to_bow : uopuzu
down : TuzLa
together (adv) : kuftafhezizi
. : .
they : mi
not : mot
to_be_able : tupaepna
to_save : ufozau
the : da
burden : pivtiL
, : ,
but : pit
themselves : daLhinhim
to_go : uLamLu
into : duLtu
captivity : ojobdozudu
. : .
to_listen (imp) : unefdiLa
to : tu
me : eLem
, : ,
o : o
house : gatonu
of : asu
jacob : jakob
, : ,
all : bom
the : da
remnant : vaLaLeLta
of : asu
the : da
house : gatonu
of : asu
israel : israeL
, : ,
who : qiqo
have : ueLanad
to_be (past) : uamo
borne : cupaezuni
by : pi
me : eLem
from : hazani
your : femaza
birth : pevTa
, : ,
carried : kujovzuuni
from : hazani 
the : da
womb : qusdo
. : .
even : iriL
to : tu
your : femaza
old (adj) : amTamo
age : oeqi
i : eLe
to_be : uamu
he : sa
. : .
even : iriL
when : qom
you : fema
to_turn  : utivLu
gray : kazeimo
, : ,
i : eLe
will : danaLeu
to_carry : ujovzuu
you : fema
. : .
i : eLe
have : ueLanad
made : cuLoTani
, : ,
and : oxe
i : eLe
will : danaLeu
to_bear : upaezu
. : .
i : eLe
will : danaLeu
to_carry : ujovzuu
and : oxe
will : danaLeu
to_save : ufozau
. : .
'? : qqi
to : tu
who : qiqo
will : danaLeu
you : fema
to_compare : ujuLbeziu
me : eLem
and : oxe
to_make : uLaqau
my : eLemza
equal (noun) : oikoon
, : ,
and : oxe
to_compare : ujuLbeziu
me : eLem
as : eh
though : duoqufa
we : Lam
to_be (past) : uamo
alike (adv) : emugizi
'? : qqu
those : dufa
who : qiqo
to_lavish : unozefafu
gold : qinde
from : hazani
the : da
purse : gabivhi
and : oxe
to_weigh : uzauqasu
out : aut
silver : fenriz
on : aL
the : da
scales : fexemiT
, : ,
they : mi
to_hire : usevaTu
a : a
goldsmith : qinndefanuTa
, : ,
who : qiqo
to_make : uLaqau
it : fa
into : duLtu
a : a
god : kut
. : .
then : fenmaem
they : mi
to_fall : uhonmu
down : TuzLa
and : oxe
to_worship : ubouraLtou
. : .
they : mi
to_lift : unehdu
it : fa
to : tu
their : miza
shoulders : fafaintizim
and : oxe
to_carry : ujovzuu
it : fa
. : .
they : mi
to_set : ufatu
it : fa
in : uL
its : safaza
place : obamexiu
and : oxe
it : fa
to_stand : uqomdeu
there : dava
. : .
it : fa
not : mot
to_be_able : tupaepna
to_move : uLuzau  
from : hazani
its : safaza
place : obamexiu
. : .
if : fux
one : eLikam
to_cry : ujzuu
out : aut
, : ,
it : fa
not : mot
to_answer : uzoftedeu
or : az
to_save : ufozau
anyone : eLuuma
from  : hazani
trouble : okutazaipmiu
. : .
to_remember (imp) : uLiuhtoa
this : de
and : oxe
to_consider (imp) : ujuhumtaza
. : .
to_recall (imp) : uvajonma
it : fa
to : tu
mind : bahuiqa
you (pl) : femaT
transgressors : utzeLfqavafhizim
. : .
to_remember (imp) : uLiuhtoa
the  : da 
things : dumqaT
of : asu
old : amTamo
. : .
for (conj) : huvupu
i : eLe
to_be : uamu
god : kut
, : ,
and : oxe
there : dava
to_be : uamu
no : iL
other : aTiz
. : .
i : eLe
to_be : uamu
god : kut
and : oxe
there  dava
to_be : uamu
no : iL
one : eLikam
like : qiuL
me : eLem
, : , 
declaring : uTajmezuLka
the : da
end : iLTu
from : hazani
the : da
beginning : cupakemu
, : ,
and : oxe
from : hazani
ancient : eLjeuLtmo
times : ieqoT
things : dumqaT
not : mot
yet : cuatzi
done : cutuTuuni
, : ,
saying : ubofuLka
' : qi
my : eLemza
purpose : bivbahi
shall : ufanmu
to_stand : uqomdeu
, : ,
and : oxe
i : eLe
will : danaLeu
to_fulfill : uhunsumu
my : eLemza
intention : ouLtamtuum
. : .
' : qu
calling : ujonmouLka
a : a
bird : pevtu
of : asu
prey (noun) : obazii
from : hazani
the : da
east : ude
, : ,
the : da
man : Laihu
for (prep) : huvuin
my : eLemza 
purpose : bivbahi
from : hazani
a : a
nation : moteuL
far : hovo
away : ereizi
. : .
i : eLe
have : ueLanad
to_speak (past) : ubisio
, : ,
and : oxe 
i : eLe
will : danaLeu
to_bring : upzuLku
it : fa
to_to_pass : tubofhau
. : .
i : eLe
have : ueLanad
and : oxe
i : eLe
will : danaLeu
to_do : utuTuu
it : fa
. : .
to_listen (imp) : unefdiLa
to : tu
me : eLem
, : ,
you (pl) : femaT
stubborn : fadopapuvLamo
of : asu
heart : fiTam
, : ,
you (pl) : femaT
who : qiqo
to_be : uamu
far : hovo
from : hazani
deliverance : oTuTanezavi
. : .
i : eLe
to_bring : upzuLku
my : eLemza
deliverance : oTuTanezavi
. : .
it : fa
to_be : uamu
not : mot 
far : hovo
away : ereizi
, : ,
and : oxe
my : eLemza
salvation : banofdohu
will : danaLeu
not : mot
to_tarry : utovzuu
. : .
i : eLe
will : danaLeu
to_put (fut) : ubiti
salvation : banfdohu
in : uL
zion : zion
for (prep) : huvuin
israel : israeL
my : eLemza
glory : kumazu
. : .
__: bobo
#--------------------ch 47 
to_come (imp) : ujuLaa
down : TuzLa
and : oxe
to_sit (imp) : ufetaa
in : uL
the : da
dust : Tifta
, : ,
virgin : zevquLmo
daughter : titav
babylon : babaLon
. : .
to_sit (imp) : ufetaa
on : aL
the : da
ground : kizaimtu
without : zeduodzi
a : a
throne : dazaLi
o : o
daughter : titav
chaldea : caLdea
. : .
for (conj) : huvupu
you : fema
shall : ufanmu
no : iL
longer : numqiziz
to_to_be : tupa
called : pujojnamuni
tender : tamtizmo
and : oxe
delicate : tanejotamo
. : .
to_take (imp) : utoqaa
the : da
millstones : LenmafdaLim
and : oxe
to_grind (imp) : ukzuLTa
meal : Laem
. : .
to_remove (imp) : uvaLuzaa
your : femaza 
veil : zaum
. : .
to_strip (imp) : ufdaveba
off : afvani
your : femaza
robe : vupa
. : .
to_uncover (imp) : uoLjuzava
your : femaza
legs : nakaT
. : .
to_pass (imp) : ubofhaa
through : dazo 
the : da
rivers : exuqeT
. : .
your : femaza
nakedness : moqaTmafha
shall : ufanmu
to_to_be : tupa
uncovered : cuoLjuzavni
, : ,
and : oxe
your : femaza
shame (noun) : ofadenia
shall : ufanmu
to_to_be : tupa
seen : TuzeTuni
. : .
i : eLe
will : danaLeu
to_take : utoqau
vengeance : ozamqiomexi
, : ,
and : oxe
i : eLe
will : danaLeu
to_spare : ufbeziu
no : iL
one : eLikam
. : .
our : Lamza
redeemer : ovaTainiz
, : ,
the : da
lord : etme
god : kut
of : asu
hosts : sufduT
to_be : uamu
his : saLza
name : moL
, : ,
to_be : uamu
the : da
holy : suni
one : eLikam
of : asu
israel : israeL
. : .
to_sit (imp) : ufetaa
in : uL
silence : fenmaexi
, : ,
and : oxe
to_go (imp) : uLamLa
into : duLtu
darkness : Tovgumafha
, : ,
daughter : titav
chaldea : caLdea
. : .
for (conj) : huvupu
you : fema
shall : ufanmu
no : iL
longer : numqiziz
to_to_be : tupa
called : pujojnamuni
the : da
mistress : Lefdavafha
of : asu
kingdoms : zondegoLtoT
. : .
i : eLe
to_be (past) : uamo
angry (adj) :  eLkzumo
with : qemhe
my : eLemza
people : kuunim
. : .
i : eLe
to_profane (past) : ubzaseLo
my : eLemza
heritage : savetoka
. : .
i : eLe
to_give (past) : ukezo
them : miim
into : duLtu
your : femaza
hand : qafe
, : ,
and : oxe
you : fema
to_show (past) : umaudeo
them : miim
no : iL
mercy : Lavexu
. : .
on : aL
the : da
aged (noun, : , pl) : oeqitim
you : fema
to_make  (past) : uLaqao
your : femaza
yoke : booqa
exceedingly (adv) : ijajaituLkazi
heavy (adj) : saerumo
. : .
you : fema
to_say (past) : ubofo
' : qi
i : eLe
shall : ufanmu
to_to_be : tupa 
mistress : Lefdavafha
forever : huvazav
. : .
' : qu
so : fu
that : idta
you : fema
to_do (past) : utuTuo
not : mot
to_lay : unouu
these : dafa
things  dumqaT
to : tu
heart : fiTam
or : az
to_remember : uLiuhtou
their : miza
end : iLTu
. : .
now : mit
therefore : izqu
to_hear (imp) : ufnaa
this : def
, : ,
you : fema
lover : ovoqofdeiz
of : asu
pleasures : bamiofivaT
, : ,
who : qiqo
to_sit : ufetau
securely (adv) : fajivazi
, : ,
who : qiqo
to_say : ubofu
in : uL
your : femaza
heart : fiTam
' : qi
i : eLe
to_be : uamau
and : oxe
there : dava
to_be : uamu
no : iL
one : eLikam
besides : pafeTafsi
me : eLem
. : .
i : eLe
shall : ufanmu
not : mot
to_sit : ufetau
as : eh
a : a
widow : zaTuz
, : ,
or : az
to_know : uqaLaru
the : da
loss (noun) : onufa
of : asu
children : jentuuT
. : .
' :. : . : . : .: . : .qu
both : LunaLned
these : dafa
things : dumqaT
shall : ufanmu
to_come (fut) : ujuLai
upon : obam
you : fema
, : ,
in : uL
a : a 
moment : LuLamda
, : ,
in : uL
one : eLikam
day : bauri
. : .
the : da
loss : onufa
of : asu
children : jentuuT
and : oxe
widowhood : zaTuzsuat
shall : ufanmu
to_come : ujuLau 
upon : obam
you : fema
in : uL
full (adj) : hinmamo
measure (noun) : oLaehozia
, : ,
in : uL
spite : fabudi
of : asu
your : femaza
many : boncaL
sorceries : fuvexizuT
and : oxe
the : da
great : kaziotmo
power : zuuno
of : asu
your : femaza
enchantments : iLjfeLtniLtim
. : .
you : fema
to_feel (past) : uhaimo
secure (adv) : fajivamo
in : uL
your : femaza
wickedness : bosiomafha
. : .
you : fema
to_say (past) : ubofo
' : qi
no : iL
one : eLika
to_see : uzeTu
me : elem
. : .
' : qu
your : femaza
wisdom : zeftaL
and : oxe
your : femaza
knowledge : buqaLaru
to_lead (past) : unaeto
you : fema
astray : ehtazeizi
. : .
and : oxe
you : fema
to_say (past) : ubofo
in : uL
your : femaza
heart : fiTam
' : qi
i : eLe
to_be : uamu
, : , 
and : oxe
there : dava
to_be : uamu
no : iL
one : eLika
besides : pafeTafzi
me : eLem
. : .
' : qu
but : pit
evil : vuirum
shall : ufanmu
to_come : ujuLau
upon : obam
you : fema
, : ,
which : zexu 
you : fema
not : mot
to_be_able : tupaepna
to_charm : ujaseznu
away (adv) : ereizi
. : .
disaster : Tefofdiz
shall  : ufanmu
to_fall : uhonmu
upon : obam
you : fema
, : ,
which : zexu
you : fema
will : danaLeu 
not : mot
to_be_able : tupaepna
to_ward : uzovtu
off : afvani
. : .
and : oxe
ruin (noun) : ovooLu
shall : ufanmu
to_come : ujuLau
on : aL
you : fema
suddenly : fiTatiLzi
, : ,
of : asu
which : zexu
you : fema
to_know : uqaLaru 
nothing : eemhob
. : .
to_stand (imp) : uqomdea
firm (adv) : hevnozi
in : uL
your : femaza
echantments : iLjfeLtniLtim
and : oxe
your : femaza
many : boncaL
sorceries : fuvexizuT
, : ,
with : qemhe
which : zexu
you : fema
have : ueLanad
to_labor (past) : unopuvuo
from : hazani
your : femaza 
youth : ruuoTa
. : .
perhaps (adv) : bavufebfazi 
you : fema
may : Lou
to_to_be : tupa
able (adj) : epnamo
to_to_succeed : tufijexiaTu
. : .
perhaps : bavufebfazi 
you : fema
will : danaLeu
to_inspire : uuLfbuziu
terror : tavzaz
. : .
you : fema
to_be : uamu
wearied : guzaezuni
with : qemhe
your : femaza
many : boncaL
consultations : ojumhomtoteaLim
. : .
to_let (imp) : unata
those : dufa
who : qiqo
to_study : uftotiu
the : da
heavens : toerehuT
to_stand : uqomdeu
and : oxe
to_save : ufozau
you : fema
, : ,
those : dufa 
who : qiqo
to_gaze : ukorau
at : ed
the : da
stars : tasduT
, : ,
and : oxe
at : ed
each : iojaf
new : oife
moon : nimo
to_predict : ubzituxatu
what : Leta
will : danaLeu
to_befall (fut) : upahonmi
you : fema
. : .
to_see (imp) : uzeTa
they : mi
to_be : umau
like : qiuL
stubble : fudopapni
. : .
the : da
fire : tine
to_consume : ufiateu
them : miim
. : .
they : mi
not : mot
to_be_able : tupaepna
to_deliver : uTanezavu
themselves : daLhinhim
from : hazani
the : da
power : zuuno
of : asu
the : da
flame : hameni
. : .
no : iL
coal : juem
for (prep) : huvuin
warming : uzovnuLka
oneself : eLkikamfanha
to_be : uamu
this : def
. : .
no : iL
fire : tine
to_to_sit : tufetau
before : pahuv
. : .
such (adv) : fijamzi
to : tu
you : fema
to_be : uamu
those : dufa 
with : qemhe
which : zexo
you : fema
have : ueLanad
lobored : cunopuvuni
, : ,
who : qiqo
have : ueLanad
trafficked : kutzeshajguni
with : qemhe
you : fema
from : hazani
your : femaza
youth : ruuoTa
. : .
they : mi
all : bom
to_wander : uzomtizu
about (adv) : epaitzi
in : uL
their : miza
own : armu
paths : bodim
. : .
there : dava
to_be : uamu
no : iL
one : eLika
to_to_save : tufozau
you : fema
. : .
__: bobo
#--------------------------ch 48  
to_hear (mp) : ufnaa
this : def
o : o
house : gatonu
of : asu
jacob : jakob
, : ,
who : qiqo
to_be : uamu
called : pujojnamuni
by : pi
the : da
name : moL
of : asu
israel : israeL
, : ,
and : oxe
who : qiqo 
to_come (past) : ujuLao
from : hazani
the : da
loins : nuuLim
of : asu
judah : hudah
, : ,
who : qiqo
to_swear : ufriovu
by : pi
the : da
name : moL
of : asu
the : da
lord : etme
, : ,
and : oxe
to_invoke : uuLzuqu
